PMID,title,abstract,adverse_observed,treatment_safety,risk_factor,drug_effect,animal_model
11591227,Reporting of adverse drug reactions in randomised controlled trials - a systematic survey.,"Decisions on treatment are guided, not only by the potential for benefit, but also by the nature and severity of adverse drug reactions. However, some researchers have found numerous deficiencies in trial reports of adverse effects. We sought to confirm these findings by evaluating trials of drug therapy published in seven eminent medical journals in 1997. Literature review to determine whether the definition, recording and reporting of adverse drug reactions in clinical trials were in accordance with published recommendations on structured reporting. Of the 185 trials reviewed, 25 (14%) made no mention of adverse drug reactions. Data in a further 60 (32%) could not be fully evaluated, either because numbers were not given for each treatment arm (31 trials), or because a generic statement was made without full details (29 trials). When adverse drug reactions such as clinical events or patient symptoms were mentioned in the reports, details on how they had been recorded were given in only 14/95 (15%) and 18/104 (17%) trials respectively. Of the 86 trials that mentioned severity of adverse drug reactions, only 42 (49%) stated how severity had been defined. The median amount of space used for safety data in the Results and Discussion sections was 5.8%. Trial reports often failed to provide details on how adverse drug reactions were defined or recorded. The absence of such methodological information makes comparative evaluation of adverse reaction rates potentially unreliable. Authors and journals should adopt recommendations on the structured reporting of adverse effects.",1,0,0,0,0
21559325,Meta-analyses of adverse effects data derived from randomised controlled trials as compared to observational studies: methodological overview.,"There is considerable debate as to the relative merits of using randomised controlled trial (RCT) data as opposed to observational data in systematic reviews of adverse effects. This meta-analysis of meta-analyses aimed to assess the level of agreement or disagreement in the estimates of harm derived from meta-analysis of RCTs as compared to meta-analysis of observational studies. Searches were carried out in ten databases in addition to reference checking, contacting experts, citation searches, and hand-searching key journals, conference proceedings, and Web sites. Studies were included where a pooled relative measure of an adverse effect (odds ratio or risk ratio) from RCTs could be directly compared, using the ratio of odds ratios, with the pooled estimate for the same adverse effect arising from observational studies. Nineteen studies, yielding 58 meta-analyses, were identified for inclusion. The pooled ratio of odds ratios of RCTs compared to observational studies was estimated to be 1.03 (95% confidence interval 0.93-1.15). There was less discrepancy with larger studies. The symmetric funnel plot suggests that there is no consistent difference between risk estimates from meta-analysis of RCT data and those from meta-analysis of observational studies. In almost all instances, the estimates of harm from meta-analyses of the different study designs had 95% confidence intervals that overlapped (54/58, 93%). In terms of statistical significance, in nearly two-thirds (37/58, 64%), the results agreed (both studies showing a significant increase or significant decrease or both showing no significant difference). In only one meta-analysis about one adverse effect was there opposing statistical significance. Empirical evidence from this overview indicates that there is no difference on average in the risk estimate of adverse effects of an intervention derived from meta-analyses of RCTs and meta-analyses of observational studies. This suggests that systematic reviews of adverse effects should not be restricted to specific study types. Please see later in the article for the Editors' Summary.",1,0,0,0,0
22906139,Drug safety assessment in clinical trials: methodological challenges and opportunities.,"Randomized controlled trials are the principal means of establishing the efficacy of drugs. However pre-marketing trials are limited in size and duration and exclude high-risk populations. They have limited statistical power to detect rare but potentially serious adverse events in real-world patients. We summarize the principal methodological challenges in the reporting, analysis and interpretation of safety data in clinical trials using recent examples from systematic reviews. These challenges include the lack of an evidentiary gold standard, the limited statistical power of randomized controlled trials and resulting type 2 error, the lack of adequate ascertainment of adverse events and limited generalizability of trials that exclude high risk patients. We discuss potential solutions to these challenges. Evaluation of drug safety requires careful examination of data from heterogeneous sources. Meta-analyses of drug safety should include appropriate statistical methods and assess the optimal information size to avoid type 2 errors. They should evaluate outcome reporting biases and missing data to ensure reliable and accurate interpretation of findings. Regulatory and academic partnerships should be fostered to provide an independent and transparent evaluation of drug safety.",1,1,0,1,0
34954021,Improving the analysis of adverse event data in randomized controlled trials.,"Analyzing treatment harm is vital but problematic with the relatively small sample sizes afforded in randomized controlled trials (RCTs). Good analysis practice for efficacy outcomes are well established but there has been minimal progress for the analysis of adverse events (AEs). In this commentary we examine four key issues for AE analysis. Namely, why harm data in RCTs is undervalued, why AE analysis is difficult, what aspects of current analysis practice are unsatisfactory, and the challenges for selection and interpretation of AEs results in publications. We discuss how the value of harm data from RCTs could be better realized by reframing the research question to one for detecting signals of adverse reactions. We align established good statistical practice to current unsatisfactory practice. We encourage use of Bayesian analyses to enable cumulative assessment of harm across trial research phases and discourage selecting AEs to report based on arbitrary rules. We propose comprehendible summaries to be based on core outcome sets, serious and pre-specified events, and events leading to discontinuation. Analysis of AEs in contemporary clinical trials needs attention to progress. In the following we have outlined immediate, mid and longer-term strategies for trialists to adopt to support a change in practice.",1,0,0,1,0
37580910,Identification of risk factors for adverse drug reactions in a pharmacovigilance database.,"In addition to identifying new safety signals, pharmacovigilance databases could be used to identify potential risk factors for adverse drug reactions (ADRs). To evaluate whether data mining in a pharmacovigilance database can be used to identify known and possible novel risk factors for ADRs, for use in pharmacovigilance practice. Exploratory data mining was performed within the Swedish national database of spontaneously reported ADRs. Bleeding associated with direct oral anticoagulants (DOACs)-rivaroxaban, apixaban, edoxaban, and dabigatran-was used as a test model. We compared demographics, drug treatment, and clinical features between cases with bleeding (N = 965) and controls who had experienced other serious ADRs to DOACs (N = 511). Statistical analysis was performed by unadjusted and age adjusted logistic regression models, and the random forest based machine-learning method Boruta. In the logistic regression, 13 factors were significantly more common among cases of bleeding compared with controls. Eleven were labelled or previously proposed risk factors. Cardiac arrhythmia (e.g., atrial fibrillation), hypertension, mental impairment disorders (e.g., dementia), renal and urinary tract procedures, gastrointestinal ulceration and perforation, and interacting drugs remained significant after adjustment for age. In the Boruta analysis, high age, arrhythmia, hypertension, cardiac failure, thromboembolism, and pharmacodynamically interacting drugs had a larger than random association with the outcome. High age, cardiac arrhythmia, hypertension, cardiac failure, and pharmacodynamically interacting drugs had odds ratios for bleeding above one, while thromboembolism had an odds ratio below one. We demonstrated that data mining within a pharmacovigilance database identifies known risk factors for DOAC bleeding, and potential risk factors such as dementia and atrial fibrillation. We propose that the method could be used in pharmacovigilance for identification of potential ADR risk factors that merit further evaluation.",1,0,1,0,0
30826796,Analysis and reporting of adverse events in randomised controlled trials: a review.,"To ascertain contemporary approaches to the collection, reporting and analysis of adverse events (AEs) in randomised controlled trials (RCTs) with a primary efficacy outcome. A review of clinical trials of drug interventions from four high impact medical journals. Electronic contents table of the <i>BMJ</i>, the <i>Journal of the American Medical Association (JAMA)</i>, the <i>Lancet</i> and the <i>New England Journal of Medicine (NEJM)</i> were searched for reports of original RCTs published between September 2015 and September 2016. A prepiloted checklist was used and single data extraction was performed by three reviewers with independent check of a randomly sampled subset to verify quality. We extracted data on collection methods, assessment of severity and causality, reporting criteria, analysis methods and presentation of AE data. We identified 184 eligible reports (<i>BMJ</i> n=3; <i>JAMA</i> n=38, <i>Lancet</i> n=62 and <i>NEJM</i> n=81). Sixty-two per cent reported some form of spontaneous AE collection but only 29% included details of specific prompts used to ascertain AE data. Numbers that withdrew from the trial were well reported (80%), however only 35% of these reported whether withdrawals were due to AEs. Results presented and analysis performed was predominantly on 'patients with at least one event' with 84% of studies ignoring repeated events. Despite a lack of power to undertake formal hypothesis testing, 47% performed such tests for binary outcomes. This review highlighted that the collection, reporting and analysis of AE data in clinical trials is inconsistent and RCTs as a source of safety data are underused. Areas to improve include reducing information loss when analysing at patient level and inappropriate practice of underpowered multiple hypothesis testing. Implementation of standard reporting practices could enable a more accurate synthesis of safety data and development of guidance for statistical methodology to assess causality of AEs could facilitate better statistical practice.",1,0,0,0,0
24796347,Information on adverse events in randomised clinical trials assessing drug interventions published in four medical journals with high impact factors.,"The impact of the extension of the Consolidated Standards of Reporting Trials (CONSORT) statement, which was published in 2004 and aimed to improve the quality of the safety information presented in clinical trials, remains uncertain. To assess the incorporation of the CONSORT statement extension's recommendations in randomised clinical trials (RCTs) evaluating drug therapies published in high-impact medical journals. Using Medline, 122 RCTs published in 2009 were selected from BMJ, JAMA, Lancet, and NEJM. A structured form was used to identify the harms information reported in the RCTs, following the recommendations of the CONSORT statement extension. The most frequently met CONSORT recommendation was the mention of harms in the title or abstract of the paper (72.1% of the papers analysed); the least-met recommendation was the reporting of how the harms information was collected (10.7%). The studies that focused on harms presented better information on safety, but only 10.8% met all recommendations in the CONSORT statement. The adverse event information was insufficient for the RCTs published in four high-impact medical journals five years after the publication of the extension of the CONSORT statement.",1,0,0,0,0
19583556,Safety reporting in randomized clinical trials - a need for improvement.,"The reporting of adverse events (AEs) in randomized clinical trials (RCTs) is often lacking in the publication of trials. Part of the problem is the way safety data are reported in RCTs. Reporting of ""time to event,"" use of standardized incidence ratios for comparison to normal population or disease controls, use of ""patient years"" when reporting AE, and adequate sample size and power calculations are some of the problems that need to be addressed and improved in RCTs.",1,1,0,0,0
1941038,Pharmacoepidemiology in pre-approval clinical trial safety monitoring.,"Applications of pharmacoepidemiology to the pre-approval safety monitoring of investigational drugs are examined and compared with the post-approval applications. Pre-approval epidemiologic assessments of drug safety can complement clinical assessments of rare, serious adverse events occurring in open label uncontrolled clinical trials. Applications include retrospective identification of patient risk factors for adverse drug events and incidence comparisons based on historical controls. While similar in concept to applications of pharmacoepidemiology in the analyses of uncontrolled open label post-marketing surveillance studies, answers are often needed in days rather than weeks and the emphasis is on whether human studies can continue. Advance planning of historical data sources is essential as is an effective clinical trial data management system. Implications for methodologic research and for drug development are discussed.",1,1,1,0,0
23713541,The detection of adverse events in randomized clinical trials: can we really say new medicines are safe?,"While it is well known that randomized controlled trials (RCTs) are usually designed with sufficient sample size and power to detect the efficacy but not safety of a medicine, the extent to which RCTs quantify safety has not been well ascertained. The aim of this study was to assess the safety data available for five commonly prescribed medicines at the time of marketing. Published RCTs for five medicines risperidone, sertraline, donepezil, strontium ranelate and tramadol extended release were identified. All adverse events (AEs) in the trials were independently extracted by two clinical researchers. Using the sample size in the trials, the power to detect the observed difference in AEs rates between the treatment and placebo groups was calculated. A power of 80% or more was deemed adequate to detect AEs; studies with power of < 80% were deemed insufficiently powered to detect AEs. 12 RCTs were identified. Six trials were insufficiently powered to detect any of the potential AEs reported. Of the 150 evaluated AEs, the trials were insufficiently powered to detect 81% (122/150) of the AEs reported. For the adverse events that were detected with adequate powered clinical trials, only 53% (10/19) of potentially very common AEs (≥10%) and 17% (18/106) of potentially common AEs (1%-<10%) were identified. Trials are insufficiently powered to detect the majority of adverse events that are reported in clinical trials, even for common adverse events. Observations other than primary efficacy endpoints such as AEs that are not prespecified with adequate power should be treated as hypothesis generating only and not justification of evidence. Claims of safety based on trial evidence not designed for the safety endpoint are often premature.",1,0,0,0,0
15154826,Clinical pharmacology: special safety considerations in drug development and pharmacovigilance.,"The dose of a drug is a major determinant of its safety, and establishing a safe dose of a novel drug is a prime objective during clinical development. The design of pre-marketing clinical trials precludes the representation of important subpopulations such as children, the elderly and people with co-morbidities. Therefore, postmarketing surveillance (PMS) activities are required to monitor the safety profile of drugs in real clinical practice. Furthermore, individual variations in pharmacogenetic profiles, the immune system, drug metabolic pathways and drug-drug interactions are also important factors in the occurrence of adverse drug reactions. Thus, the safety of a drug is a major clinical consideration before and after it is marketed. A multidisciplinary approach is required to enhance the safety profile of drugs at all stages of development, including PMS activities. Clinical pharmacology encompasses a range of disciplines and forms the backbone of drug safety consideration during clinical drug development. In this review we give an overview of the clinical drug development process and consider its limitations. We present a discussion of several aspects of clinical pharmacology and their application to enhancing drug safety. Pharmacokinetic-pharmacodynamic modelling provides a method of predicting a clinically safe dose; consideration of drug pharmacokinetics in special populations may enhance safe therapeutics in a wider spectrum of patients, while pharmacogenetics provides the possibility of genotype-specific therapeutics. Pharmacovigilance activities are also discussed. Given the complex nature and unpredictability of type B reactions, PMS activities are crucial in managing the risks drugs pose to the general population. The various aspects of clinical pharmacology discussed make a strong case for this field as the backbone of optimising and promoting safe development and use of drugs.",0,1,0,1,0
27301048,Under-reporting of harm in clinical trials.,"Appropriate safety evaluations of anticancer drugs are crucial to assess their benefit-risk ratio. Substantial evidence shows that clinicians under-report harm in clinical trials, and at least three factors contribute to this problem: assessment of harm by clinicians might not represent the experience of patients; harm might be detected within trials, but is not reported appropriately by investigators or reporting is influenced by sponsors; and short-term follow-up might not detect long-term and potentially serious toxicities. Additionally, because of the selection of patients with good functional status in clinical trials, study results might not apply to patients treated in everyday clinical practice. New approaches for the conduct, oversight, and reporting of clinical trials should include patient-reported assessment of side-effects. Effective pharmacovigilance programmes and large-scale observational studies are needed to improve understanding of the tolerability of anticancer drugs in a real world setting.",1,0,0,0,0
33258698,Meta-analysis of rare adverse events in randomized clinical trials: Bayesian and frequentist methods.,"Regulatory approval of a drug or device involves an assessment of not only the benefits but also the risks of adverse events associated with the therapeutic agent. Although randomized controlled trials (RCTs) are the gold standard for evaluating effectiveness, the number of treated patients in a single RCT may not be enough to detect a rare but serious side effect of the treatment. Meta-analysis plays an important role in the evaluation of the safety of medical products and has advantage over analyzing a single RCT when estimating the rate of adverse events. In this article, we compare 15 widely used meta-analysis models under both Bayesian and frequentist frameworks when outcomes are extremely infrequent or rare. We present extensive simulation study results and then apply these methods to a real meta-analysis that considers RCTs investigating the effect of rosiglitazone on the risks of myocardial infarction and of death from cardiovascular causes. Our simulation studies suggest that the beta hyperprior method modeling treatment group-specific parameters and accounting for heterogeneity performs the best. Most models ignoring between-study heterogeneity give poor coverage probability when such heterogeneity exists. In the data analysis, different methods provide a wide range of log odds ratio estimates between rosiglitazone and control treatments with a mixed conclusion on their statistical significance based on 95% confidence (or credible) intervals. In the rare event setting, treatment effect estimates obtained from traditional meta-analytic methods may be biased and provide poor coverage probability. This trend worsens when the data have large between-study heterogeneity. In general, we recommend methods that first estimate the summaries of treatment-specific risks across studies and then relative treatment effects based on the summaries when appropriate. Furthermore, we recommend fitting various methods, comparing the results and model performance, and investigating any significant discrepancies among them.",1,0,0,1,0
26679963,A Drug Safety Rating System Based on Postmarketing Costs Associated with Adverse Events and Patient Outcomes.,"Given the multiple limitations associated with relatively homogeneous preapproval clinical trials, inadequate data disclosures, slow reaction times from regulatory bodies, and deep-rooted bias against disclosing and publishing negative results, there is an acute need for the development of analytics that reflect drug safety in heterogeneous, real-world populations. To develop a drug safety statistic that estimates downstream medical costs associated with serious adverse events (AEs) and unfavorable patient outcomes associated with the use of 706 FDA-approved drugs. All primary suspect case reports for each drug were collected from the FDA's Adverse Event Reporting System database (FAERS) from 2010-2014. The Medical Dictionary for Regulatory Activities (MedDRA) was used to code serious AEs and outcomes, which were tallied for each case report. Medical costs associated with AEs and poor patient outcomes were derived from Agency for Healthcare Research and Quality (AHRQ) survey data, and their corresponding ICD-9-CM codes were mapped to MedDRA terms. Nonserious AEs and outcomes were not included. For each case report, either the highest AE cost or, if no eligible AE was listed, the highest outcome cost was used. All costed cases were aggregated for each drug and divided by the number of patients exposed to obtain a downstream estimated direct medical cost burden per exposure. Each drug was assigned a corresponding 1-100 point total. The 706 drugs showed an exponential distribution of downstream costs, and the data were transformed using the natural log to approximate a normal distribution. The minimum score was 8.29, and the maximum score was 99.25, with a mean of 44.32. Drugs with the highest individual scores tended to be kinase inhibitors, thalidomide analogs, and endothelin receptor antagonists. When scores were analyzed across Established Pharmacologic Class (EPC), the kinase inhibitor and endothelin receptor antagonist classes had the highest total. However, other EPCs with median scores of 75 and above included hepatitis C virus NS3/4A protease inhibitor, recombinant human interferon beta, vascular endothelial growth factor-directed antibody, and tumor necrosis factor blocker. When Anatomical Therapeutic Chemical classifications were analyzed, antineoplastic drugs were outliers with approximately 80% of their individual scores 60 and above, while approximately 20%-30% of blood and anti-infective drugs had scores of 60 and above. Within-drug class results served to differentiate similar drugs. For example, 6 serotonin reuptake inhibitors had a score range of 35 to 53. This scoring system is based on estimated direct medical costs associated with postmarketing AEs and poor patient outcomes and thereby helps fill a large information gap regarding drug safety in real-world patient populations.",1,1,0,0,0
37855974,A Novel Method for Deriving Adverse Event Prevalence in Randomized Controlled Trials: Potential for Improved Understanding of Benefit-Risk Ratio and Application to Drug Labels.,"Adverse event (AE) data in randomized controlled trials (RCTs) allow quantification of a drug's safety risk relative to placebo and comparison across medications. The standard US label for Food and Drug Administration-approved drugs typically lists AEs by MedDRA Preferred Term that occur at ≥ 2% in drug and with greater incidence than in placebo. We suggest that the drug label can be more informative for both patients and physicians if it includes, in addition to AE incidence (percent of subjects who reported the AE out of the total subjects in treatment), the absolute prevalence (percent of subject-days spent with an AE out of the total subject-days spent in treatment) and expected duration (days required for AE incidence to be reduced by half). We also propose a new method to analyze AEs in RCTs using drug-placebo difference in AE prevalence to improve safety signal detection. AE data from six RCTs in schizophrenia were analyzed (five RCTs of the dopamine D<sub>2</sub> receptor-based antipsychotic lurasidone and one RCT of the novel trace amine-associated receptor 1 [TAAR1] agonist ulotaront). We determined incidence, absolute prevalence, and expected duration of AEs for lurasidone and ulotaront vs respective placebo. We also calculated areas under the curve of drug-placebo difference in AE prevalence and mean percent contribution of each AE to this difference. A number of AEs with the same incidence had different absolute prevalence and expected duration. When accounting for these two parameters, AEs that did not appear in the 2% incidence tables of the drug label turned out to contribute substantially to drug tolerability. The percent contribution of a drug-related AE to the overall side effect burden increased the drug-placebo difference in AE prevalence, whereas the percent contribution of a placebo-related AE decreased such difference, revealing a continuum of risk between drug and placebo. AE prevalence curves for drug were generally greater than those for placebo. Ulotaront exhibited a small drug-placebo difference in AE prevalence curves due to a relatively low incidence and short duration of AEs in the ulotaront treatment arm as well as the emergence of disease-related AEs in the placebo arm. Reporting AE absolute prevalence and expected duration for each RCT and incorporating them in the drug label is possible, is clinically relevant, and allows standardized comparison of medications. Our new metric, the drug-placebo difference in AE prevalence, facilitates signal detection in RCTs. We piloted this metric in RCTs of several neuropsychiatric indications and drugs, offering a new way to compare AE burden and tolerability among treatments using existing clinical trial information.",1,0,0,1,0
34611721,Medication-related adverse events in health care-what have we learned? A narrative overview of the current knowledge.,"Although medication-related adverse events (MRAEs) in health care are vastly studied, high heterogeneity in study results complicates the interpretations of the current situation. The main objective of this study was to form an up-to-date overview of the current knowledge of the prevalence, risk factors, and surveillance of MRAEs in health care. Electronic databases (PubMed, MEDLINE, Web of Science, and Scopus) were searched with applicable search terms to collect information on medication-related adverse events. In order to obtain an up-to-date view of MRAEs, only studies published after 2000 were accepted. The prevalence rates of different MRAEs vary greatly between individual studies and meta-analyses. Study setting, patient population, and detection methods play an important role in determining detection rates, which should be regarded while interpreting the results. Medication-related adverse events are more common in elderly patients and patients with lowered liver or kidney function, polypharmacy, and a large number of additional comorbidities. However, the risk of MRAEs is also significantly increased by the use of high-risk medicines but also in certain care situations. Preventing MRAEs is important as it will decrease patient mortality and morbidity but also reduce costs and functional challenges related to them. Medication-related adverse events are highly common and have both immediate and long-term effects to patients and healthcare systems worldwide. Conclusive solutions for prevention of all medication-related harm are impossible to create. In the future, however, the development of efficient real-time detection methods can provide significant improvements for event prevention and forecasting.",1,0,0,0,0
35214773,Adverse Events Reporting Quality of Randomized Controlled Trials of COVID-19 Vaccine Using the CONSORT Criteria for Reporting Harms: A Systematic Review.,"Assessing the quality of evidence from vaccine clinical trials is essential to ensure the safety and efficacy of the vaccine and further enhance public acceptance. This study aims to summarize and critically evaluate the quality of harm reporting on randomized controlled trials for the COVID-19 vaccine and determine the factors associated with reporting quality. We systematically searched the literature using PRISMA guidelines for randomized controlled trials (RCT) on COVID-19 Vaccine until 30 December 2021. Published articles were searched from electronic databases such as PubMed, Science Direct, Google Scholar, and Bibliovid. Bias analysis was performed using RoB-2 tools. The quality of reporting was assessed by the Consolidated Standards of Reporting Trials (CONSORT) harm extension modified into 21 items. A total of 61 RCT studies (402,014 patients) were analyzed. Over half the studies demonstrated adequate reporting (59.02%), and 21 studies (34.4%) reported a low risk of bias. All studies reported death and serious adverse events (AEs), but only six studies mentioned how to handle the recurrent AEs. Reporting of AEs in subgroup analysis was also poor (25%). The RCTs on the COVID-19 vaccine were less biased with good quality on reporting harm based on the modified CONSORT harm extension. However, study quality must be considered, especially for a balance of information between effectivity and safety.",1,0,0,0,0
29785683,Targeted therapies and adverse drug reactions in oncology: the role of clinical pharmacist in pharmacovigilance.,"Background The majority of adverse drug reactions (ADRs) reported in the summary of product characteristics (SPCs) are based on pivotal clinical trials, performed under controlled conditions and with selected patients. Objectives (1) to observe ADRs in the real-world setting and to evaluate if the supervision of the pharmacist impacts on the management of ADRs and on the satisfaction of patients; (2) to sensitise health professionals and patients on the need to increase the reporting of ADRs, in compliance with Pharmacovigilance. Setting CRO Aviano, Italian National Cancer Institute. Method From February 2013 to April 2015, we conducted an observational study enrolling 154 patients (≥ 18 years) undergoing treatment with at least one of ten targeted-therapies included in the study. Main outcome ADR reporting in the real-world setting. Patient satisfaction with clinical pharmacist support. Results Reported ADRs in the real setting do not always correspond with data described in the respective SPCs. Unknown ADRs were also identified such as hyperglycaemia with lenalidomide and sorafenib; and hypomagnesaemia with bevacizumab. We also observed a 124.3% increase in spontaneous reports. Conclusion This study shows the high value of active pharmacovigilance programs, and our results might be a starting point for developing a randomised trial which should aim to demonstrate the impact of the pharmacist on improving patient's adherence and in measuring the difference in ADRs reports in the different arms followed or not by the pharmacist.",1,0,0,1,0
20183450,Statistical methods to analyze adverse events data of randomized clinical trials.,"The adverse events data of randomized clinical trials are often analyzed based on either crude incidence rates or exposure-adjusted incidence rates. These rates do not adequately account for an individual patient's profile of adverse events over the study period when an individual may remain in the trial after experiencing one or more events (i.e., occurrence of multiple events of the same kind or different kinds). Moreover, the required statistical assumptions (e.g., constant hazard rate over time) for valid estimates of incidence rates are not likely to be met in practice by adverse events data of clinical trials. A nonparametric approach called the mean cumulative function (MCF) provides a valid statistical inference on recurrent adverse event profiles of drugs in randomized clinical trials. The estimate involves no assumptions about the form of MCF. To demonstrate the applicability and utility of the MCF approach in clinical trial datasets, an adverse event dataset obtained from a clinical trial is analyzed in this article. As compared to the crude or exposure-adjusted incidence rates of adverse events, the MCF estimates facilitate more understanding of safety profiles of a drug in a randomized clinical trial.",1,0,0,1,0
25083202,Comprehensive evaluations of the adverse effects of drugs: importance of appropriate study selection and data sources.,"While systematic reviews and meta-analyses are at the top of the evidence hierarchy, most of the methodology has focused on assessing treatment benefit. Hence, we propose a structured framework for the initial steps of searching and identifying relevant data sources so that adverse effects can be evaluated in a comprehensive, unbiased manner. The unique methodological challenges stem from the difficulties of addressing diverse outcomes encompassing common, mild symptoms to rare, fatal events. Retrieval of the most appropriate studies should be specifically tailored to fit the nature of the adverse effects, according to the primary objective and study question. In our framework, the structure of the review takes different forms depending on whether the main aim is on scoping/hypothesis generation, or evaluating statistically the magnitude of risk (hypothesis testing), or clarifying characteristics and risk factors of the adverse effect. The wide range of data sources covering adverse effects all have distinct strengths and limitations, and selection of appropriate sources depends on characteristics of the adverse effect (e.g. background incidence and effect size of the drug, clinical presentation, time of onset after drug exposure). Reviewers need to retrieve particular study designs that are most likely to yield robust data on the adverse effects of interest, rather than rely on studies that cannot reliably detect adverse effects, and may yield 'false negatives'. Type II errors (a particular problem when evaluating rare adverse effects) can lull us into a false sense of security (e.g. wrongly concluding that there was no significant difference in harm between drug and control, with the drug erroneously judged as safe). Given the rapid rate at which methodological improvements occur, this proposed framework is by no means definitive, but aims to stimulate further debate and discussion amongst the pharmacoepidemiological and systematic review communities to reach a common consensus on the best methods.",1,0,0,1,0
40433303,Patients prefer easy adverse event reporting: Observational study within clinical trial.,"Digital intervention safety is crucial for regulatory approval and clinical adoption. However, the evaluation and reporting of adverse events (AEs) in clinical trials are often insufficient. Digital qualitative self-reporting could enhance the detection of AEs, but patient preferences for using such channels remain understudied. This observational study was conducted in Finland between 2022 and 2024 within a randomized controlled trial evaluating the efficacy of <i>Meliora</i>, a game-based digital intervention for patients living with major depressive disorder. We assessed the preferences of 1001 patients for self-reporting AEs across four channels: a prompted, within-intervention questionnaire (CORTO: Contextual, One-item, Repeated, Timely, Open-ended), a Jira questionnaire, email, and phone. 148 (14.8%) patients reported AEs during the study. We found a significant imbalance between the channels: 11.3% (<i>n</i> = 113) of patients reported AEs using CORTO, 4.1% (<i>n</i> = 41) using email, 1.1% (<i>n</i> = 11) using Jira, and 0.4% (<i>n</i> = 4) using phone. These findings reveal that patients prefer low-effort methods for reporting AEs and are more likely to report AEs via a prompted, within-intervention questionnaire (CORTO) than through other methods. Integrating qualitative self-report channels into digital interventions may enhance AE detection rates, improve clinical trial safety monitoring, and support post-market surveillance.",1,0,0,0,0
37779893,Quality of reporting of adverse events in clinical trials of covid-19 drugs: systematic review.,"To assess the quality of reporting of adverse events in clinical trials of covid-19 drugs based on the CONSORT (Consolidated Standards of Reporting Trials) harms extension and according to clinical trial design, and to examine reporting of serious adverse events in drug trials published on PubMed versus clinical trial summaries on ClinicalTrials.gov. Systematic review. PubMed and ClinicalTrials.gov registries were searched from 1 December 2019 to 17 February 2022. Randomised clinical trials evaluating the efficacy and safety of drugs used to treat covid-19 disease in participants of all ages with suspected, probable, or confirmed SARS-CoV-2 infection were included. Clinical trials were screened on title, abstract, and text by two authors independently. Only articles published in French and English were selected. The Cochrane risk of bias tool for randomised trials (RoB 2) was used to assess risk of bias. The search strategy identified 1962 randomised clinical trials assessing the efficacy and safety of drugs used to treat covid-19, published in the PubMed database; 1906 articles were excluded after screening and 56 clinical trials were included in the review. Among the 56 clinical trials, no study had a high score for quality of reporting of adverse events, 60.7% had a moderate score, 33.9% had a low score, and 5.4% had a very low score. All clinical trials with a very low score for quality of reporting of adverse events were randomised open label trials. For reporting of serious adverse events, journal articles published on PubMed under-reported 51% of serious adverse events compared with clinical trial summaries published on ClinicalTrials.gov. In one in three published clinical trials on covid-19 drugs, the quality of reporting of adverse events was low or very low. Differences were found in the number of serious adverse events reported in journal articles versus clinical trial summaries. During the covid-19 pandemic, risk assessment of drugs in clinical trials of covid-19 drugs did not comply with good practice recommendations for publication of results. European Network of Centres for Pharmacoepidemiology and Pharmacovigilance (ENCePP) EUPAS45959.",1,0,0,0,0
24228998,"Incidence, characteristics and risk factors of adverse drug reactions in hospitalized children - a prospective observational cohort study of 6,601 admissions.","Adverse drug reactions (ADRs) are an important cause of harm in children. Current data are incomplete due to methodological differences between studies: only half of all studies provide drug data, incidence rates vary (0.6% to 16.8%) and very few studies provide data on causality, severity and risk factors of pediatric ADRs. We aimed to determine the incidence of ADRs in hospitalized children, to characterize these ADRs in terms of type, drug etiology, causality and severity and to identify risk factors. We undertook a year-long, prospective observational cohort study of admissions to a single UK pediatric medical and surgical secondary and tertiary referral center (Alder Hey, Liverpool, UK). Children between 0 and 16 years 11 months old and admitted for more than 48 hours were included. Observed outcomes were occurrence of ADR and time to first ADR for the risk factor analysis. A total of 5,118 children (6,601 admissions) were included, 17.7% of whom experienced at least one ADR. Opiate analgesics and drugs used in general anesthesia (GA) accounted for more than 50% of all drugs implicated in ADRs. Of these ADRs, 0.9% caused permanent harm or required admission to a higher level of care. Children who underwent GA were at more than six times the risk of developing an ADR than children without a GA (hazard ratio (HR) 6.40; 95% confidence interval (CI) 5.30 to 7.70). Other factors increasing the risk of an ADR were increasing age (HR 1.06 for each year; 95% CI 1.04 to 1.07), increasing number of drugs (HR 1.25 for each additional drug; 95% CI 1.22 to 1.28) and oncological treatment (HR 1.90; 95% CI 1.40 to 2.60). ADRs are common in hospitalized children and children who had undergone a GA had more than six times the risk of developing an ADR. GA agents and opiate analgesics are a significant cause of ADRs and have been underrepresented in previous studies. This is a concern in view of the increasing number of pediatric short-stay surgeries.",1,0,1,0,0
